Date,Time,Headlines,Description,tb_sentiment,vs_sentiment,ann_sentiment,cnn_sentiment
2019-02-28,20:48:00,Cramer Remix: These are the market's riskiest sectors,Jim Cramer explains why investors need to be cautious when it comes to cannabis and Chinese stocks.,0,1,1,1
2019-02-28,21:05:00,Amazon Web Services CEO: We're a $30 billion revenue run rate business in the 'early stages',"Jim Cramer talks with Amazon Web Services CEO Andy Jassy about how its cloud service is helping companies to ""innovate much quicker.""",1,2,1,2
2019-02-28,21:06:00,Cramer: I'm kicking myself for not recommending these stocks,"Jim Cramer takes the time to talk about his top ""woulda, shoulda, coulda"" stocks.",1,0,2,1
2019-02-28,01:34:00,S&P 500 could go beyond its current record closing level: Investor,"David Dietze of Point View Wealth Management says he remains bullish on U.S. markets in part because the fear of higher interest rates has been ""tamed.""",1,0,2,0
2019-02-27,19:43:00,Cramer Remix: GE's CEO has breathed new life into a fallen franchise,Jim Cramer breaks down how General Electric has transformed with Larry Culp at the helm.,0,1,1,0
2019-02-27,20:40:00,Cramer: GE CEO Larry Culp could have what it takes to turn the troubled power division around,"Jim Cramer says CEO Larry Culp's first letter to shareholders is ""the most un-GE piece of correspondence I've ever seen. The culture shock here is downright stunning.""",1,1,2,1
2019-02-27,20:41:00,Cramer explains the six things going right in the economy that are helping him sleep at night,"From a patient Federal Reserve to CEO turnaround plans, Jim Cramer talks about the key reasons why he is pressing the snooze button more often.",2,2,2,1
2019-02-27,11:28:00,Cramer Remix: This tech stock is worth buying ahead of the 5G rollout,Jim Cramer breaks down why Cisco Systems is a strong way to invest in the rise of 5G.,2,2,2,2
2019-02-26,19:49:00,Cramer: Home Depot got hit by bad weather and produced a windfall for investors,"Jim Cramer says ""if we are talking about just any old retailer, I would say it's time to sell. A miss is a miss. But Home Depot is different.""",0,1,1,0
2019-02-26,19:52:00,Cramer: Buy names like Caterpillar and Home Depot because this bull market is about to go higher,"Jim Cramer says ""we're no longer fighting the Fed ... So don't be misled by data from the fourth quarter when Jerome Powell was still stock market enemy number one.""",2,1,1,1
2019-02-26,14:39:00,"Cramer's lightning round: I like Foot Locker, but stay out of the malls",Jim Cramer speeds through his thoughts on viewers' favorite stock picks.,1,2,2,1
2019-02-26,15:12:00,Cramer Remix: Kraft Heinz's double-digit dive was a long time coming,Jim Cramer breaks down the drivers behind Kraft Heinz's significant stock decline.,0,0,1,1
2019-02-25,19:37:00,Cramer: 'Solid evidence' shows that investors can make money in this market even without a China trade deal,"Jim Cramer explores how stock traders can win on M&A deals, earnings, and the tech sector even if a trade deal does not pan out.",1,2,1,2
2019-02-25,16:02:00,"Warren Buffett says if you invested $10,000 in the S&P 500 in 1942, you'd have $51 million today","Billionaire investor Warren Buffett said Berkshire Hathaway's chief stock pickers, Ted Weschler and Todd Combs, have failed to beat the S&P 500.",0,1,0,1
2019-02-20,19:26:00,"US economic momentum can hold the cycle for a 'few more quarters,' JP Morgan's Kolanovic says","""[The economy's] slowing down, but ... we think it's way above the stall speed,"" top J.P. Morgan strategist Marko Kolanovic says.",2,2,1,0
2019-02-20,07:35:00,Bank of America Merrill Lynch: A strong China trade deal could unleash a double-digit rally,"The ""real deal"" could spark a 10 percent rally in the S&P, Bank of America's Savita Subramanian says.",2,2,1,2
2019-02-15,19:36:00,Cramer Remix: This single statement by Nvidia speaks volumes,Jim Cramer seconds Nvidia's call for more computing and explains why investors have reason to believe in the stock's bottom.,1,1,1,1
2019-02-15,19:28:00,Cramer: Why investors can trust that Nvidia's stock is bottoming,Jim Cramer ticks down the reasons why he believes Nvidia's call that its weakest end markets are turning positive.,0,2,1,0
2019-02-15,19:28:00,Cramer's lightning round: Don't sell Disney yet—you'll want to own it long term,Jim Cramer flies through his responses to callers' stock questions.,0,1,1,1
2019-02-15,19:04:00,Cramer's game plan: Investors shouldn't underestimate the importance of a trade deal with China,Jim Cramer takes a look at the week ahead and says good news on a U.S.-China trade deal can give international companies a guidance boost and cause stocks to rally.,1,0,2,2
2019-02-15,19:28:00,"Johnson & Johnson CEO on Apple Watch collaboration: 'Ultimately, we're going to save lives'","Jim Cramer sits down with Johnson & Johnson Chairman and CEO Alex Gorsky, who speaks to his company's partnership with Apple, deal to buy Auris Health and more.",1,2,1,2
2019-02-14,19:06:00,Cramer Remix: CenturyLink's slashed dividend isn't a huge surprise,Jim Cramer explains why the writing was on the wall when it came to CenturyLink's dividend cut.,2,1,1,0
2019-02-14,19:06:00,Cramer's lightning round: I didn't expect Six Flags to do that poorly,"Jim Cramer zips through his responses to callers' stock questions, including one on an amusement park play.",0,0,1,1
2019-02-15,11:11:00,"Cramer's apparel stock review counts Ralph Lauren, Capri among winners",Jim Cramer recaps recent earnings reports in the retail space to see who wins out among the apparel brands.,1,2,1,2
2019-02-14,19:03:00,Twilio and SendGrid CEOs explain how deal will help them serve customers like Airbnb,Jim Cramer hears from the CEOs of Twilio and SendGrid after the companies' recent tie-up.,0,2,1,1
2019-02-14,19:02:00,"The market's 'safe' stocks might not be so safe anymore, Jim Cramer says",Jim Cramer says the action in the stocks of Coca-Cola and Cisco could be signaling fundamental change in the market.,2,2,0,0
2019-02-13,19:07:00,Cramer Remix: The market may not be able to handle this perfect storm,Jim Cramer explains why the market may not be able to handle an upcoming surge in IPOs.,2,2,2,2
2019-02-13,19:07:00,Cramer unveils his latest investing theme: Empowering the little guy,Jim Cramer highlights a new long-term theme that can help investors boost their capital and support small business.,0,0,2,2
2019-02-13,19:07:00,Cramer's lightning round: These are the two pot stocks I'm recommending,"Jim Cramer rattles off his responses to callers' stock questions, including one on a top cannabis play.",1,0,2,1
2019-02-13,18:55:00,"The bulls win out in the bull-bear battle over Cummins, Jim Cramer says",Jim Cramer supports the bull thesis about where the stock of industrial giant Cummins could go next.,2,2,2,2
2019-02-13,18:55:00,"There's a looming threat for the stock market and it has nothing to do with China, Cramer says","Jim Cramer warns investors that an upcoming ""deluge of deals"" could hurt their portfolios more than China or the Federal Reserve.",1,1,0,0
2019-02-12,19:03:00,"Cramer: Charts show steady investor optimism, more upside for stocks",Jim Cramer and technician Carley Garner check on Wall Street exuberance with several key charts.,2,2,2,1
2019-02-12,19:12:00,Cramer Remix: Don't let Wall Street convince you there's a 'Fed-induced bubble',Jim Cramer breaks down the real reasons behind the market's latest moves.,0,2,1,0
2019-02-12,18:58:00,"Charts show investor optimism, more upside for stocks: Cramer",Jim Cramer and technician Carley Garner check on Wall Street exuberance with several key charts.,2,2,1,1
2019-02-12,19:12:00,Cramer's lightning round: I'm sticking with Domino's ahead of earnings,"Jim Cramer zooms through his responses to callers' stock questions, including one on whether it's worth holding onto shares of Domino's Pizza going into its earnings report.",1,0,1,1
2019-02-13,10:17:00,The company that helps Kylie Jenner sell her products is moving into cannabis: COO,Jim Cramer speaks to Shopify Chief Operating Officer Harley Finkelstein about the e-commerce company's push into Canadian cannabis.,0,2,1,1
2019-02-12,18:53:00,Cramer's 5 fundamental reasons to stay in the stock market,Jim Cramer cites five trends that support staying invested in stocks at these levels.,0,0,1,1
2019-02-11,19:17:00,"Cramer Remix: I'm worried about a lot of things, but a recession isn't one of them",Jim Cramer explains why the worries of a near-term recession are overblown.,0,1,1,0
2019-02-11,19:17:00,Cramer's lightning round: Sell some Cronos shares tomorrow,"Jim Cramer flies through his responses to callers' stock questions, including one on a popular pot play.",1,2,1,1
2019-02-11,19:17:00,"Women could give the US economy a $1.6 trillion boost, says S&P Global CEO","Jim Cramer sits down with S&P Global President and CEO Doug Peterson, who stresses the importance of female economic participation.",0,2,1,2
2019-02-11,19:17:00,"Hasbro CEO: Toys R Us debacle was 'a disruption and an interruption,' but we're past it",Jim Cramer and Hasbro Chairman and CEO Brian Goldner break down exactly how much Toys R Us' liquidation is still impacting the toymaker.,0,1,1,0
2019-02-11,19:17:00,Cramer: This earnings period revealed 'brutal truths' about US-China trade,Jim Cramer guides investors on how to approach developments in U.S.-China trade talks.,0,1,1,0
2019-02-11,10:55:00,Cramer Remix: What Jeff Bezos' private life means for investors,Jim Cramer explains why the Amazon CEO's transgression gives him pause.,0,0,1,1
2019-02-08,19:03:00,Cramer: What Wall Street doesn't get about the SunTrust-BB&T merger,Jim Cramer says the tie-up has more to do with technology than any traditional success metric for big banks.,1,0,1,2
2019-02-08,19:03:00,Cramer's lightning round: I think you can buy some Home Depot and then wait,Jim Cramer sprints through his thoughts on callers' stock picks of the day.,0,1,2,1
2019-02-08,19:02:00,Cramer: Wake up and hear the music—Spotify is an 'incredible' buy,Jim Cramer says Wall Street misread Spotify's guidance even though the music streaming platform has recently made some great acquisitions.,2,0,1,1
2019-02-08,18:43:00,Cramer's game plan: Next week's action hinges on US-China trade,Jim Cramer eyes the week ahead and says developments in U.S.-China trade talks will drive most of the stock market's moves.,1,1,1,1
2019-02-08,11:34:00,"Cramer Remix: If the market drops tomorrow, buy this stock",Jim Cramer explains why Cisco could be a winner if the market heads lower.,0,0,0,1
2019-02-07,19:21:00,Cramer's lightning round: Morgan Stanley has great opportunity,Jim Cramer flies through his takes on callers' questions about their stock picks.,2,2,2,2
2019-02-07,19:03:00,"Leadership changes and time helped drive Chipotle's comeback, says Jim Cramer",Jim Cramer goes over Chipotle's blowout earnings report and pinpoints the two things he thinks were major tailwinds this quarter.,0,1,1,2
2019-02-07,19:03:00,"CEO of holding company behind Vimeo, Daily Beast shares why he thinks it's undervalued",Jim Cramer and IAC CEO Joey Levin get to the heart of why Wall Street tends to undervalue the diversified holding company.,0,2,1,1
2019-02-07,19:03:00,Cramer: Don't rush to buy this dip—there are legitimate reasons to sell,Jim Cramer says his charitable trust sold some stocks Thursday in part on news that the U.S. and China will likely not strike a trade deal by March 1.,1,0,1,0
2019-02-06,19:17:00,"Cramer Remix: After a 20-year hiatus, this stock is finally back",Jim Cramer details Nokia's recent turnaround and explains how it could get even more attractive.,1,0,1,1
2019-02-06,19:17:00,Cramer's lightning round: 'I'm surprised' Canada Goose trades so badly—it's a buy,"Jim Cramer tears through his responses to callers' stock questions, including one on a winter apparel play that's been a rough trader.",0,2,1,1
2019-02-06,19:04:00,Here's how 4 beaten-down stocks managed to stabilize the market: Jim Cramer,"Jim Cramer says short squeezes on stocks like Skyworks, Snap, and new York Times helped give Wall Street an unexpected boost Wednesday.",0,0,2,1
2019-02-06,19:17:00,Here are the 5 biggest beneficiaries of the 5G rollout: Jim Cramer,"Jim Cramer says Skyworks Solutions, Intel, Qualcomm, Broadcom and Xilinx stand to gain from the ongoing rollout of the fifth generation of wireless communications.",0,2,2,2
2019-02-06,19:17:00,"These 2 telecom stocks could be major winners from US-China trade war, Cramer says",Jim Cramer says Nokia and Ericsson could come out on top now that U.S. authorities are cracking down on their Chinese competitors.,0,0,1,1
2019-02-05,19:05:00,"Investors 'can afford to be cautiously optimistic,' according to the charts",Jim Cramer calls on technician Rob Moreno to predict what could be next for stocks in 2019.,0,1,1,2
2019-02-05,19:04:00,Cramer: Charts suggest investors 'can afford to be cautiously optimistic',Jim Cramer calls on technician Rob Moreno to predict what could be next for stocks in 2019.,0,1,1,1
2019-02-05,19:06:00,Cramer Remix: I've never seen a CEO pull off this high-wire act in the long term,Jim Cramer explains why companies can have a difficult time managing a profitable business with conflicting investor goals.,0,1,2,1
2019-02-05,18:49:00,Cramer's lightning round: I'm finally making the buy call on Alibaba,Jim Cramer runs through his reaction to callers' questions about their stock picks.,0,1,2,1
2019-02-05,18:51:00,Cramer: Why companies like Alphabet get 'little to no credit' for their massive cash piles,Jim Cramer breaks down the market's obsession with how large technology companies like Alphabet and Apple use their cash.,0,1,1,1
2019-02-05,18:53:00,Cramer: You can make a ton of money over the long term with these 'prestige' stocks,"Jim Cramer says investors can weather the storm of uncertainty this year with ""prestige"" stocks like Ralph Lauren, Estee Lauder, and Apple.",0,1,2,0
2019-02-04,19:05:00,Cramer Remix: Apple's next move in health care could be with Dexcom,"Jim Cramer says a Dexcom-Apple merger could be an ""unbelievable"" move for the iPhone maker.",0,2,1,2
2019-02-04,19:05:00,Cramer breaks down an odd trend emerging in the chip stocks,"Jim Cramer unpacks the ""bizarre"" inverse action in the stocks of the chipmakers and their suppliers.",1,1,2,0
2019-02-04,19:05:00,Cramer's lightning round: Boeing's stock is gearing up for a 'multi-year move',"Jim Cramer shares his rapid-fire responses to callers' stock questions, including one on a popular aerospace play.",1,0,1,1
2019-02-04,18:58:00,"When you're picking stocks, consider the CEOs who have learned from the best: Jim Cramer",Jim Cramer applies a football concept to the world of business to help investors pick better stocks.,2,2,2,2
2019-02-04,18:47:00,"If you're investing in big tech, 'don't be distracted by short-term problems,' says Cramer","Jim Cramer tells investors to focus on the long term when it comes to stock market stalwarts like Apple, Facebook and Microsoft.",0,0,2,1
2019-02-01,19:07:00,Cramer Remix: This was the real creator of December's short-lived bear market,Jim Cramer breaks down how the Fed was the driving force behind the December slump.,0,1,1,0
2019-02-01,19:08:00,Cramer's lightning round: Bank of America's stock is a screaming buy,"Jim Cramer zooms through his responses to callers' stock questions, including one of the top names in banking.",1,0,1,1
2019-02-01,19:08:00,Cramer calls on eBay to work with activist investor Elliott Management,"Jim Cramer argues that, together, eBay and activist fund Elliott Management can create a lot of value at the e-commerce company.",0,0,1,1
2019-02-01,18:51:00,Here's the real reason the stock market had such a strong start to the year: Jim Cramer,Jim Cramer says the Federal Reserve played a leading role in the stock market's late-2018 collapse and subsequent recovery.,2,2,2,2
2019-02-01,19:08:00,Cramer's game plan: Be ready to 'buy the next dip' in this 'ideal backdrop for stocks',"Jim Cramer shares his game plan for the week ahead and tells investors that 2019 might turn out to be ""surprisingly rewarding.""",2,2,2,1
2019-01-31,19:21:00,Cramer Remix: Forget FANG—these are the real tech winners for 2019,Jim Cramer explains how cloud royalty are taking the crown in the tech sector.,2,2,2,1
2019-01-31,19:12:00,"Cramer's lightning round: I've been wrong on Groupon, but I still see value","Jim Cramer flies through his responses to callers' stock questions, including one on the stock of online e-commerce platform Groupon.",0,2,1,1
2019-01-31,19:09:00,Elizabeth Warren says she wants billionaires to 'stop being freeloaders',"Jim Cramer checks in with Sen. Elizabeth Warren, who calls on billionaires like Howard Schultz and Michael Bloomberg to pay ""their fair share"" in taxes.",1,0,1,1
2019-01-31,19:08:00,"PayPal CFO addresses 3 pain points in earnings: eBay, currency and 'pockets' of slower growth","Jim Cramer and PayPal's Chief Financial Officer, John Rainey, speak after earnings about PayPal's points of strength and weakness.",0,0,0,0
2019-01-31,19:06:00,"How Facebook, GE and Apple turned their struggles into stock gains: Cramer","Jim Cramer says low expectations helped Facebook, General Electric and Apple's stocks come out on top after earnings.",1,1,1,2
2019-01-30,19:03:00,Cramer Remix: Today's Fed decision was a victory of prudence over recklessness,Jim Cramer explains why the Federal Reserve's new approach is about much more than just stock prices.,1,1,2,1
2019-01-30,18:51:00,Cramer's lightning round: Ford Motor has become a 'show-me' story,"Jim Cramer rattles off his responses to callers' stock questions, including one on a beleaguered automaker.",0,1,1,1
2019-01-30,18:46:00,Cramer: The strong US dollar hurts companies like Apple more than you think,Jim Cramer shares explains U.S. companies' currency problem and how it's affecting giants like Apple.,2,2,1,1
2019-01-30,18:22:00,Art Cashin: It's 'pretty obvious' the Fed is moving to the whims of the markets,"UBS' Art Cashin says ""there's no question"" that there was a ""Powell put"" from the Fed chairman.",0,2,1,1
2019-01-30,18:42:00,Domino's plans to grow its customer base and 'overall pizza category' with new giveaway: CEO,Jim Cramer gets the latest on Domino's Pizza's technological ventures with President and CEO Ritch Allison.,1,1,2,2
2019-01-30,18:41:00,"Fed's Powell didn't 'cave'—he made the right choice for Main Street, says Jim Cramer",Jim Cramer says people who think Federal Reserve Chairman Jerome Powell is choosing not to raise interest rates for the benefit of the stock market are mistaken.,2,1,2,1
2019-01-29,19:12:00,Cramer Remix: Don't jump the gun—Nvidia's stock isn't done falling,Jim Cramer breaks down the action in the chipmaker's shares and explains how to spot a better buying opportunity.,1,0,2,0
2019-01-29,19:12:00,"Tariffs enabled top US steelmaker Nucor to build new billion-dollar plant, says CEO",Jim Cramer speaks with Nucor Chairman and CEO John Ferriola to gauge how the United States' tariffs on steel imports affected the business in 2018.,2,2,1,2
2019-01-29,19:12:00,Cramer's lightning round: AbbVie needs to make an acquisition—it might just save its stock,Jim Cramer tears through his responses to callers' stock questions in the lightning round.,0,2,1,2
2019-01-29,19:12:00,Cramer: Charts reveal 'serious' hurdles facing chipmakers' stocks,Jim Cramer and technician Carolyn Boroden analyze the charts of a top semiconductor ETF to see where the group could go from here.,1,0,1,1
2019-01-29,19:12:00,Here's when an earnings miss isn't really a miss: Jim Cramer,Jim Cramer says five companies were able to buck Wall Street negativity by delivering earnings reports that weren't as bad as many feared.,2,1,2,0
2019-01-29,19:12:00,Cramer on Apple earnings: The haters have 'no more new ammunition',Jim Cramer says Apple's haters are at a loss for ammo against the iPhone maker after its first-quarter earnings report.,0,1,1,2
2019-01-28,19:07:00,"Cramer Remix: If you absolutely have to dabble in Chinese stocks, stick with this one",Jim Cramer explains how Alibaba is an investor's best bet when it comes to investing in Chinese stocks during the trade war.,1,1,1,2
2019-01-29,14:32:00,"Cramer's pot predictions for 2019: Legalization, deals, branding goes big",Jim Cramer shares his outlook for the year ahead in the budding cannabis industry.,0,0,2,0
2019-01-28,19:06:00,Cramer's lightning round: CVS is 'one of the absolute cheapest stocks' in the market,Jim Cramer says the CVS-Aetna deal created much more value than investors are giving it credit for in his rapid-fire lightning round.,1,0,1,1
2019-01-28,19:06:00,RBN Energy's Rusty Braziel: Here's the most important thing going on in the oil market,Jim Cramer and energy expert Rusty Braziel discuss trends in the energy industry and what oil's price collapse in October meant for the market.,2,2,1,1
2019-01-28,19:05:00,"A key market sector is signaling that the Fed should stay on hold, says Jim Cramer",Jim Cramer says recent earnings results from railroad operators Norfolk Southern and Union Pacific offer key insights into the state of U.S. commerce.,0,1,2,2
2019-01-25,19:07:00,Cramer Remix: This unlikely subscription service has others following its lead,Jim Cramer examines how World Wrestling Entertainment's subscription service platform could be a pioneer in sports streaming.,0,1,1,1
2019-01-25,19:07:00,Cramer's lightning round: Cannabis stock Cronos is second-best in its space,"Jim Cramer races through his responses to callers' stock questions, including one about a popular cannabis play.",1,0,1,1
2019-01-25,19:04:00,Cramer's favorite ways to invest in the rise of streaming services,Jim Cramer reveals his top stock picks for investors looking to seize on the long-term trends of cord-cutting and over-the-top streaming.,2,2,1,2
2019-01-25,18:53:00,Cramer's game plan: We may be coming in 'too hot' to the busiest week of the year,"Jim Cramer goes over his plan for the week ahead, which will see a flurry of earnings reports from major companies including Apple.",0,1,1,1
2019-01-28,11:50:00,Wells Fargo CEO responds to Elizabeth Warren's calls for his firing,Jim Cramer gets Wells Fargo CEO Tim Sloan's take on Massachusetts Sen. Elizabeth Warren's repeated calls for him to be fired for his implication in a 2016 scandal.,0,1,1,1
2019-01-25,18:55:00,Wells Fargo CEO on how bank is helping customers affected by government shutdown,"Jim Cramer sits down with Wells Fargo CEO Tim Sloan, who speaks to how his bank is aiding its customers that have been affected by the ongoing government shutdown.",0,2,1,0
2019-01-25,09:00:00,These US stocks are most vulnerable to the Brexit outcome,"Several U.S. S&P 500 companies have significant revenue in the U.K., raising concerns among investors. Goldman Sachs has outlined 20 of the most vulnerable to the Brexit outcome.",0,1,2,1
2019-01-24,19:14:00,"Cramer Remix: If the government shutdown continues to drag on, this is the stock to buy",Jim Cramer explains why Merck could be the perfect stock for an uncertain market.,1,0,2,1
2019-01-24,19:23:00,Cramer: Here are 7 shutdown-proof investing themes,"Jim Cramer flags seven long-term trends that are working despite political turmoil, slowing growth around the world and a fairly hawkish Federal Reserve.",1,0,2,2
2019-01-24,19:22:00,"Cramer's lightning round: If you want to play oil refining, go for these stocks","Jim Cramer flies through his responses to callers' stock questions, including one on a refinery play that could put investors in the ""house of pain.""",0,2,1,1
2019-01-24,19:26:00,"Okta now has over 100 million registered users, says CEO",Jim Cramer and Okta co-founder and CEO Todd McKinnon discuss Okta's growth over the years on the heels of its 10th anniversary as a company.,0,0,1,2
2019-01-24,18:58:00,"It's not too late for investors to take advantage of the market rotation, says Jim Cramer","Jim Cramer says investors still have time to take advantage of the rotation out of ""safe"" stocks and into faster-growing plays.",1,2,2,2
2019-01-23,19:03:00,Cramer Remix: 'It's too soon' to buy even this top-notch industrial stock,Jim Cramer breaks down his case for why it's too soon to own Emerson Electric.,2,1,2,0
2019-01-24,12:04:00,Credit Suisse strategist shares his top concern about current market conditions,"""The revenues are knock-the-lights-out good, [but] the margins are horrifically bad, based on Wall Street consensus expectations,"" Credit Suisse's Jonathan Golub says.",2,2,2,2
2019-01-23,19:01:00,Cramer's lightning round: This sector is the market's 'kiss of death',Jim Cramer steers investors away from the automotive sector in a response to a caller's stock question in the lightning round.,0,1,1,0
2019-01-23,18:59:00,"Cramer: If Apple doesn't buy Epic Systems, here's what it could do instead",Jim Cramer addresses the internet's backlash to his suggestion that Apple buy electronic health records company Epic Systems.,0,1,1,1
2019-01-23,18:47:00,"Wall Street regulators should've investigated the Christmas Eve crash, Jim Cramer argues",Jim Cramer says federal authorities should investigate rapid sell-offs like the one that occurred on Christmas Eve because they erode trust in the stock market.,0,0,1,1
2019-01-23,18:39:00,Cramer: Oil prices are taking too much control over the stock market's moves,Jim Cramer laments the power that oil prices currently wield over individual stocks.,2,1,1,1
2019-01-23,16:28:00,Stocks would have to drop nearly 50% for the market to be fairly valued: Morgan Creek Capital,"The ""tech bubble 2.0 popped"" last year and it's looking just like the tech bubble of the early 2000s, Morgan Creek Capital's Mark Yusko says.",2,2,1,1
2019-01-22,19:02:00,Cramer Remix: This stock's revival is too cheap to ignore,"Jim Cramer explains that while Dell Technologies is far from perfect, its cheap price makes it a good buy after its return to public trading.",2,0,2,2
2019-01-22,19:02:00,Cramer's lightning round: I'm blessing a small position in Nvidia here,"Jim Cramer tears through his responses to callers' stock questions, including one on a former Wall Street darling.",0,2,1,1
2019-01-22,18:53:00,Cramer: Charts reveal buying opportunities in some high-quality Chinese stocks,Jim Cramer and technician Dan Fitzpatrick examine the charts of some Chinese stocks that could soon be ripe for the picking.,0,2,1,2
2019-01-22,18:50:00,China's slowing growth improves the chances for an 'advantageous' trade deal: Jim Cramer,Jim Cramer argues that China's economic weakness raises the odds for a U.S.-China trade resolution.,1,2,2,1
2019-01-22,18:48:00,"'Be careful about how much you sell' at these levels, warns Jim Cramer",Jim Cramer says investors need to practice discipline when deciding how much stock to sell during the stock market's recent declines.,0,1,1,1
2019-01-18,18:43:00,"Cramer's game plan: This week, forecasts are more important than earnings",Jim Cramer looks ahead at a busy week of earnings reports that he says might drive investors crazy.,0,1,1,0
2019-01-17,19:03:00,Cramer Remix: There's 'incredible value' in the stock market right now,Jim Cramer explains how the market's overreaction in late 2018 has investors feeling a sense of certainty in the new year.,2,2,2,1
2019-01-17,19:03:00,Cramer's lightning round: 'I'm not endorsing' Fiat Chrysler's stock anymore,"Jim Cramer shares his responses to callers' stock questions, including that of an automaker that recently lost its leader.",0,1,1,0
2019-01-17,18:51:00,Cramer on how to protect your portfolio from Washington uncertainty,Jim Cramer advises hedging against government shutdown weakness by trimming your consumer-tied stock positions and investing in long-term winners.,0,1,2,0
2019-01-17,18:51:00,Gold mining CEO addresses recent industry mergers: 'I think they're on the right track',"Jim Cramer gets Kirkland Lake Gold President and CEO Tony Makuch's take on recent, high-profile deals in the gold market.",0,1,1,1
2019-01-17,18:51:00,Here's the real reason why stocks popped on China trade reports: Cramer,"Jim Cramer says U.S. investors seem to be willing to accept a bad trade deal with China if it means getting back to ""business as usual.""",0,1,1,2
2019-01-17,16:05:00,Leuthold's Jim Paulsen: Economy could see sub-2% growth this year — but that could help stocks,"Wall Street strategist Paulsen advises investors to ""remain fairly bullish in the face of a stream of bad news"" in 2019.",0,2,1,1
2019-01-16,19:06:00,Cramer Remix: You'll want to own this stock when the company gets its groove back,Jim Cramer breaks down the potential behind struggling shipping giant UPS.,2,1,0,0
2019-01-16,19:08:00,Dealmaking surge confirms the stock market got far too cheap after late 2018 sell-offs: Cramer,"Jim Cramer explains why there's been more merger and acquisition activity in recent months and says it's ""just getting started.""",1,1,2,0
2019-01-16,19:08:00,Cramer's lightning round: Twitter is one of the few social media stocks working here,"Jim Cramer races through his responses to callers' stock questions, including one on social media platform Twitter.",0,1,1,1
2019-01-16,18:59:00,Cramer: Not all of retail is struggling—just look at these 3 winners,"Jim Cramer says Lululemon, Yeti Holdings and Crocs offer insight into a different, higher-performing part of the broader retail sector.",0,2,2,2
2019-01-16,18:52:00,"The bank stocks are leading stocks out of their rut, and it's not too late to buy: Cramer",Jim Cramer says several top-tier bank stocks are still undervalued and encourages investors to buy in ahead of their inevitable rallies.,0,0,2,0
2019-01-16,09:23:00,S&P 500 can rally 15% this year despite the shutdown sideshow: Blackstone's top strategist,"Blackstone's new chief investment strategist says he doesn't see ""any real lasting effects"" of the government shutdown on the economy.",2,2,2,0
2019-01-15,19:06:00,Cramer Remix: Don't take your cue on all of retail from Macy's,"Jim Cramer explains that the retail sector has both winners and losers, and it pays to know the difference.",0,1,1,1
2019-01-15,19:06:00,Cramer's lightning round: Exxon Mobil's stock has finally gotten cheap,"Jim Cramer rattles off his responses to callers' stock questions, including one tied to a sector he's trying to avoid.",0,1,1,1
2019-01-16,10:56:00,"Apple should buy private digital health records operation Epic Systems, says Jim Cramer",Jim Cramer says the move would boost Apple's stock price and give the company a surefire way to solidify its place in the health-care arena.,0,0,1,2
2019-01-15,18:46:00,"Cramer's charts suggest lower volatility, higher stock prices in coming months",Jim Cramer and technician Mark Sebastian review recent volatility in the stock market and explain how the layout has changed.,2,1,1,0
2019-01-15,18:39:00,"Cramer: Netflix's price bump means Amazon, Apple's stocks are bargains",Jim Cramer explains what Netflix's subscription price increase means for other service providers.,0,2,2,2
2019-01-15,13:13:00,Cramer Remix: PVH just changed the retail narrative,Jim Cramer explains how PVH was able to change the outlook for other retail plays — and itself.,1,0,1,2
2019-01-14,19:07:00,Tech execs tell Cramer behind closed doors they support Trump's hardline trade policy on China,Jim Cramer says technology executives are telling him off camera that they support the Trump administration's hawkish approach to trade with China.,0,2,2,0
2019-01-14,19:07:00,Cramer's lightning round: The way to play Goldman's downgrade of Starbucks,"Jim Cramer zips through his responses to callers' stock questions, including one on a high-profile coffee play.",0,2,1,1
2019-01-14,19:05:00,Investors are getting a 'win-win' trade in this Dollar Tree battle: Cramer,Jim Cramer says activist hedge fund Starboard Value's involvement in Dollar Tree is bringing some trading opportunities to light.,1,0,2,1
2019-01-14,18:46:00,"Citi's rally after earnings means we're too worried about recession, says Jim Cramer",Jim Cramer unpacks what Citigroup's post-earnings stock action says about the broader market.,0,1,0,0
2019-01-11,19:04:00,Cramer Remix: The bull is fighting back thanks to the data center,Jim Cramer explains how data stocks are igniting a market rebound after being wrongly written off by investors.,0,1,0,2
2019-01-11,19:04:00,Cramer's lightning round: The defense stocks are no longer growth plays,"Jim Cramer zooms through his responses to callers' stock questions, including one on the prospects for Lockheed Martin.",0,0,1,1
2019-01-11,18:48:00,"If you're worried about stocks, invest in gold here, Jim Cramer says",Jim Cramer shares his favorite ways to add gold to a portfolio and encourages investing in the precious metal if you're nervous about 2019.,1,0,2,1
2019-01-11,19:23:00,Chinese consumers are taking sides in the trade war and that's bad news for US companies: Cramer,Jim Cramer flags some pain points in the U.S.-China trade war and tells investors how to gauge progress in the ongoing dispute.,0,1,0,1
2019-01-11,18:41:00,Cramer's game plan: Entering earnings season with more risk 'than I'd like',Jim Cramer looks ahead to key events in the week ahead as earnings season begins with quarterly reports from the biggest U.S. banks.,0,1,1,2
2019-01-11,14:25:00,Strategist Tom Lee: 'Buy the dip' because the S&P could rally 17 percent in 2019,"""The probability of a double-digit year we think is the highest since 2009,"" Fundstrat Global Advisors' Tom Lee says.",0,1,2,1
